,MS Zoning,Street,Alley,Land Contour,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Foundation,Bsmt Qual,Total Bsmt SF,Heating,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Misc Feature,Sale Type,SalePrice,Exter Qual and Gr Liv Area
1734,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,825.0,GasA,825,825,1,3,4,0,Attchd,1954.0,1,1.0,350.0,0,WD ,109500,2475
1735,RL,Pave,0,Lvl,Inside,NAmes,PosN,Norm,1Fam,1Story,6,1970,1970,Gable,CompShg,Plywood,Plywood,None,0.0,3,CBlock,4,1657.0,GasA,1657,1657,2,3,7,3,Attchd,1970.0,1,2.0,484.0,0,WD ,163500,4971
1736,RL,Pave,0,Lvl,Corner,BrkSide,Feedr,Norm,1Fam,1Story,4,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,CBlock,3,788.0,GasA,788,788,1,3,4,3,0,1980.0,0,0.0,0.0,0,WD ,100000,2364
1737,RL,Pave,0,HLS,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,1992,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,692.0,4,PConc,5,1334.0,GasA,1520,2826,2,4,9,3,Attchd,1992.0,2,3.0,888.0,0,WD ,334000,11304
1738,RL,Pave,0,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,3,864.0,GasA,864,864,1,3,4,0,Detchd,1969.0,1,1.0,280.0,0,WD ,137250,2592
1739,RL,Pave,0,HLS,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,456.0,4,PConc,4,1392.0,GasA,1392,2462,2,4,9,4,Attchd,2006.0,2,2.0,576.0,0,New,320000,9848
1740,RL,Pave,0,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1063.0,GasA,1287,1287,1,4,7,4,Detchd,1997.0,3,2.0,576.0,0,WD ,162000,3861
1741,FV,Pave,0,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,7,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,5,PConc,5,1470.0,GasA,1478,1478,2,4,7,4,Attchd,2009.0,3,2.0,484.0,0,New,222000,7390
1742,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,698.0,GasA,698,1342,2,4,7,3,Attchd,2003.0,3,2.0,393.0,0,WD ,178000,5368
1743,RM,Pave,0,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,5,1940,1992,Gable,CompShg,MetalSd,MetalSd,Stone,294.0,3,CBlock,3,788.0,GasA,804,804,1,4,4,4,Attchd,1940.0,1,1.0,240.0,0,WD ,119000,2412
1744,RL,Pave,0,Lvl,Inside,NAmes,PosN,Norm,1Fam,2Story,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,3,CBlock,3,864.0,GasA,876,1812,2,3,8,3,Attchd,1962.0,2,1.0,264.0,0,WD ,169500,5436
1745,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,952.0,GasA,980,2256,2,4,8,3,BuiltIn,2000.0,3,2.0,554.0,0,WD ,236000,9024
1746,RM,Pave,0,HLS,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,8,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,5,PConc,5,1596.0,GasA,1648,1648,2,5,5,4,Attchd,2007.0,3,2.0,525.0,0,New,294464,8240
1747,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,2,952.0,GasA,1092,2112,2,3,9,4,Attchd,1969.0,1,2.0,576.0,0,WD ,206900,6336
1748,RL,Pave,0,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,956.0,GasA,956,2084,2,4,8,0,BuiltIn,2004.0,2,2.0,618.0,0,WD ,233000,8336
1749,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,BrkTil,3,1032.0,GasA,1032,1032,1,3,5,0,Detchd,1995.0,1,1.0,280.0,0,COD,108000,3096
1750,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,119.0,3,PConc,4,680.0,GasA,680,1470,2,3,7,3,BuiltIn,1995.0,3,2.0,420.0,0,WD ,165000,4410
1751,RL,Pave,0,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,CBlock,4,1040.0,GasA,1040,1040,1,3,5,0,Detchd,1977.0,1,2.0,748.0,0,WD ,134900,3120
1752,RM,Pave,0,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,4,BrkTil,3,884.0,GasA,884,884,1,3,5,0,Detchd,1939.0,1,1.0,240.0,0,WD ,113000,3536
1753,RL,Pave,0,Low,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,1097.0,GasA,1097,1097,1,3,6,0,Attchd,1996.0,1,1.0,242.0,0,WD ,147900,3291
1754,RL,Pave,0,Lvl,Corner,Edwards,Feedr,Norm,1Fam,1Story,5,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,PConc,2,864.0,GasA,864,864,1,3,4,0,0,1980.0,0,0.0,0.0,0,WD ,99900,2592
1755,RL,Pave,0,Lvl,FR2,NPkVill,Norm,Norm,TwnhsE,2Story,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,CBlock,4,855.0,GasA,855,1456,2,3,7,0,Attchd,1975.0,2,2.0,460.0,0,WD ,143000,4368
1756,RM,Pave,0,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,816.0,GasA,816,1176,1,3,6,4,Detchd,1985.0,1,2.0,528.0,Shed,WD ,114500,3528
1757,RL,Pave,0,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,3,912.0,GasA,941,941,1,3,6,1,Attchd,1967.0,1,1.0,288.0,0,WD ,129200,2823
1758,RM,Pave,0,HLS,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,8,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,5,PConc,5,1600.0,GasA,1652,1652,2,4,5,4,Attchd,2008.0,3,2.0,482.0,0,New,392500,8260
1759,RL,Pave,0,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,1941,2006,Gable,CompShg,CemntBd,CmentBd,None,0.0,5,Stone,3,1152.0,GasA,1188,2340,2,4,9,4,Attchd,1941.0,2,1.0,252.0,Shed,WD ,266500,11700
1760,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,384.0,GasA,751,1382,2,3,7,3,BuiltIn,1998.0,3,2.0,396.0,0,WD ,177500,5528
1761,RL,Pave,0,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,182.0,3,CBlock,3,1008.0,GasA,1008,1008,1,4,6,0,Attchd,1968.0,1,1.0,384.0,0,WD ,139500,3024
1762,RL,Pave,0,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,608.0,GasA,608,1396,2,4,6,4,BuiltIn,2007.0,3,2.0,440.0,0,WD ,170000,5584
1763,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,6,1964,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,3,CBlock,3,845.0,GasA,845,2154,2,3,8,4,Attchd,1964.0,2,2.0,539.0,0,WD ,224500,6462
1764,RL,Pave,0,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,8,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,4,PConc,4,1082.0,GasA,1105,2400,3,4,10,4,BuiltIn,2003.0,3,3.0,730.0,0,WD ,290000,9600
1765,RM,Pave,0,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,3,PConc,3,1040.0,GasA,1226,1818,1,3,7,3,Detchd,1951.0,1,1.0,240.0,0,WD ,169500,5454
1766,RL,Pave,0,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,7,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,108.0,4,PConc,5,1710.0,GasA,1710,1710,2,4,7,4,Attchd,2004.0,3,2.0,550.0,0,WD ,240000,6840
1767,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1955,1955,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,3,CBlock,3,1078.0,GasA,1150,1150,1,3,6,0,Attchd,1955.0,3,1.0,288.0,0,WD ,144000,3450
1768,RL,Pave,0,Lvl,Corner,NAmes,Artery,Norm,1Fam,2Story,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,3,CBlock,3,816.0,GasA,1127,1977,1,3,9,3,Attchd,1964.0,2,2.0,540.0,0,WD ,165000,5931
1769,RL,Pave,0,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,6,1990,1991,Gable,CompShg,Plywood,ImStucc,None,0.0,4,PConc,4,1332.0,GasA,1332,1332,2,4,5,0,Attchd,1990.0,2,2.0,542.0,0,WD ,145000,5328
1770,RL,Pave,0,Lvl,CulDSac,Edwards,Norm,Norm,1Fam,1Story,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1250.0,GasA,1298,1298,2,3,5,0,Detchd,1964.0,1,2.0,504.0,0,COD,114000,3894
1771,RL,Pave,0,Lvl,Corner,NridgHt,Norm,Norm,1Fam,1Story,8,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,4,PConc,4,1935.0,GasA,1973,1973,2,4,9,4,Attchd,2006.0,3,3.0,895.0,0,New,395000,7892
1772,RM,Pave,0,Lvl,Inside,BrDale,Norm,Norm,TwnhsE,2Story,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,514.0,3,CBlock,3,525.0,GasA,525,1092,1,3,6,0,Detchd,1973.0,1,2.0,440.0,0,WD ,105500,3276
1773,RL,Pave,0,Lvl,Inside,Mitchel,Norm,Norm,1Fam,2Story,8,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,1049.0,GasA,1036,1916,2,4,8,3,Attchd,1998.0,1,3.0,741.0,0,WD ,254900,7664
1774,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1950,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,CBlock,3,864.0,GasA,1238,1238,1,3,6,3,Attchd,1950.0,1,1.0,357.0,0,WD ,102000,3714
1775,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,944.0,GasA,944,1840,2,4,6,0,Attchd,2001.0,2,2.0,622.0,0,WD ,230000,7360
1776,RM,Pave,0,Lvl,Inside,BrkSide,Norm,Norm,1Fam,2Story,5,1920,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,BrkTil,3,939.0,GasA,939,1513,1,3,8,0,Detchd,1933.0,1,1.0,180.0,0,WD ,137500,4539
1777,RL,Pave,0,Bnk,Inside,BrkSide,Norm,Norm,1Fam,1Story,5,1928,1983,Gable,CompShg,WdShing,Wd Shng,None,0.0,4,BrkTil,3,1008.0,GasA,1143,1143,1,3,5,1,Detchd,1992.0,1,1.0,288.0,0,WD ,138000,4572
1778,RL,Pave,0,Lvl,Inside,SawyerW,Norm,Norm,1Fam,SLvl,6,1983,1983,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,100.0,4,CBlock,4,520.0,GasA,1338,1338,1,4,5,1,Attchd,1983.0,1,2.0,576.0,Shed,WD ,156500,5352
1779,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,4,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,864.0,GasA,864,864,1,3,5,0,Detchd,1994.0,1,2.0,463.0,0,WD ,124500,2592
1780,RL,Pave,0,Lvl,Inside,NWAmes,PosA,Norm,1Fam,2Story,7,1977,1977,Mansard,WdShake,WdShing,Plywood,None,0.0,3,CBlock,4,808.0,GasA,1161,1969,2,3,8,4,Attchd,1977.0,2,2.0,534.0,0,WD ,190000,5907
1781,RL,Pave,0,Lvl,Inside,Blmngtn,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,PConc,4,1266.0,GasA,1266,1266,2,4,6,4,Attchd,2007.0,3,2.0,388.0,0,WD ,159895,5064
1782,RL,Pave,0,Lvl,Inside,SWISU,Feedr,Norm,1Fam,2Story,5,1921,1998,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,3,BrkTil,3,612.0,GasA,990,2601,3,3,8,0,BuiltIn,1998.0,2,2.0,621.0,0,WD ,189000,7803
1783,RL,Pave,0,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,3,912.0,GasA,912,912,1,3,6,0,0,1980.0,0,0.0,0.0,0,WD ,124000,2736
1784,RL,Pave,0,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1957,1996,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,3,CBlock,4,1392.0,GasA,1392,1392,1,3,5,4,Detchd,1957.0,1,2.0,528.0,0,WD ,121500,4176
1785,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1824.0,GasA,1824,1824,2,3,9,0,Detchd,1958.0,1,2.0,484.0,0,WD ,146000,5472
1786,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,2000,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,928.0,GasA,928,1823,2,4,6,0,Attchd,2000.0,2,2.0,626.0,Shed,WD ,235000,7292
1787,RM,Pave,0,HLS,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,8,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,4,PConc,5,1594.0,GasA,1646,1646,2,4,5,4,Attchd,2004.0,3,2.0,525.0,0,WD ,300000,6584
1788,RM,Pave,0,Lvl,Inside,MeadowV,Norm,Norm,Twnhs,2Story,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,CBlock,3,546.0,GasA,546,1092,1,3,5,0,0,1980.0,0,0.0,0.0,0,WD ,90500,3276
1789,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,108.0,3,CBlock,3,1728.0,GasA,1728,1728,2,3,10,0,Detchd,1987.0,1,2.0,576.0,0,WD ,142600,5184
1790,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,4,PConc,4,1573.0,GasA,1573,1573,2,4,6,0,Attchd,2002.0,2,2.0,544.0,0,WD ,227000,6292
1791,RL,Pave,0,HLS,Corner,Crawfor,Norm,Norm,Duplex,2.5Unf,7,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,920.0,GasA,1240,2480,2,3,13,4,Detchd,1940.0,1,2.0,400.0,0,WD ,205000,7440
1792,RL,Pave,0,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,8,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,158.0,4,PConc,4,1341.0,GasA,1341,1341,1,4,5,3,Attchd,1999.0,2,2.0,482.0,0,WD ,246900,5364
1793,C (all),Pave,0,Lvl,Corner,IDOTRR,Feedr,Norm,1Fam,2Story,4,1895,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,Stone,1,173.0,GasA,825,1361,1,3,6,0,Detchd,1895.0,1,1.0,185.0,0,WD ,89000,4083
1794,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,4,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,3,744.0,GasA,792,1120,1,2,5,0,Detchd,1956.0,1,2.0,480.0,0,WD ,64000,3360
1795,RL,Pave,0,Lvl,Inside,Greens,Norm,Norm,Twnhs,1Story,8,1978,1978,Gable,CompShg,Wd Sdng,Plywood,None,0.0,4,CBlock,4,1226.0,GasA,1226,1226,1,4,4,3,Attchd,1978.0,3,2.0,484.0,0,WD ,170000,4904
1796,RL,Pave,0,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,5,PConc,5,1734.0,GasA,1734,2822,3,5,12,4,BuiltIn,2009.0,2,3.0,1020.0,0,New,582933,14110
1797,RM,Pave,0,Lvl,Inside,OldTown,Artery,Norm,1Fam,1Story,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,BrkTil,3,1103.0,GasA,1103,1103,1,4,5,4,Detchd,1976.0,1,2.0,440.0,0,WD ,110500,3309
1798,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,6,1960,1960,Hip,CompShg,HdBoard,HdBoard,Stone,198.0,3,CBlock,3,1179.0,GasA,1179,1179,1,3,5,0,Attchd,1960.0,3,2.0,622.0,0,WD ,110000,3537
1799,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1947,2008,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,3,698.0,GasA,698,698,1,3,4,0,0,1980.0,0,0.0,0.0,0,WD ,118000,2094
1800,RL,Pave,0,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,7,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,4,PConc,4,998.0,GasA,1006,2046,2,4,8,4,BuiltIn,2003.0,2,3.0,871.0,0,WD ,284000,8184
1801,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,6,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,318.0,3,CBlock,3,858.0,GasA,858,1716,1,3,8,4,Attchd,1962.0,3,2.0,490.0,0,WD ,171000,5148
1802,RL,Pave,0,Lvl,Corner,SawyerW,Norm,Norm,1Fam,2Story,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,835.0,GasA,871,1812,2,4,8,0,BuiltIn,2004.0,2,2.0,478.0,0,WD ,193000,7248
1803,RL,Pave,0,Lvl,Corner,Mitchel,Norm,Norm,1Fam,1Story,5,1976,2003,Gable,CompShg,Plywood,Plywood,None,0.0,3,PConc,4,1090.0,GasA,1178,1178,1,3,6,0,Attchd,1976.0,1,2.0,502.0,0,WD ,135000,3534
1804,RL,Pave,0,Bnk,Inside,Crawfor,Norm,Norm,1Fam,2.5Unf,7,1919,1950,Gable,CompShg,MetalSd,Stucco,None,0.0,3,BrkTil,3,818.0,GasA,818,1636,1,4,7,4,Detchd,1919.0,1,1.0,288.0,0,WD ,167000,4908
1805,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,4,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,576.0,GasA,864,864,1,3,5,0,Detchd,1952.0,2,1.0,528.0,0,COD,105000,2592
1806,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,4,PConc,4,1588.0,GasA,1588,1588,2,4,6,0,Attchd,1999.0,2,2.0,472.0,0,WD ,214000,6352
1807,RL,Pave,0,Lvl,Corner,NridgHt,Norm,Norm,1Fam,2Story,8,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,112.0,4,PConc,4,1420.0,GasA,1426,1914,2,4,9,3,BuiltIn,2004.0,2,3.0,746.0,0,WD ,279000,7656
1808,RL,Pave,0,Lvl,Inside,NWAmes,Norm,Norm,1Fam,SLvl,6,1975,2000,Gable,CompShg,Plywood,Plywood,BrkFace,248.0,3,CBlock,3,675.0,GasA,1109,1875,3,4,8,3,Attchd,1975.0,2,2.0,485.0,0,WD ,184500,5625
1809,RM,Pave,0,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,3,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,649.0,GasA,679,1183,1,3,6,0,Detchd,1981.0,1,1.0,308.0,0,WD ,120000,3549
1810,RL,Pave,0,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,PConc,4,816.0,GasA,833,1730,2,4,6,0,Attchd,1992.0,2,2.0,528.0,0,WD ,171500,6920
1811,FV,Pave,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,PConc,4,625.0,GasA,625,1250,2,4,5,0,Detchd,2006.0,2,2.0,528.0,0,New,164700,5000
1812,RL,Pave,0,Bnk,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,1989,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,4,CBlock,4,868.0,GasA,1313,2559,2,5,9,3,Attchd,1989.0,2,2.0,506.0,0,WD ,209000,10236
1813,RM,Pave,0,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,18.0,4,PConc,4,1365.0,GasA,1548,1548,2,4,7,3,Attchd,2004.0,3,2.0,388.0,0,WD ,225000,6192
1814,RL,Pave,0,Lvl,FR2,Edwards,Feedr,Norm,1Fam,1.5Fin,5,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,None,0.0,3,PConc,3,658.0,GasA,658,1184,1,3,8,0,0,1980.0,0,0.0,0.0,0,WD ,81000,3552
1815,RL,Pave,0,Lvl,CulDSac,Somerst,RRAn,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,0,0.0,4,PConc,5,1670.0,GasA,1670,1670,2,4,6,4,Attchd,2006.0,2,3.0,928.0,0,New,336820,6680
1816,RL,Pave,0,Low,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,4,CBlock,4,1157.0,GasA,1180,2062,2,3,7,4,Attchd,1988.0,3,2.0,454.0,0,WD ,277000,8248
1817,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1960,1960,Hip,CompShg,CemntBd,CmentBd,None,0.0,3,CBlock,3,894.0,GasA,894,894,1,3,5,0,Detchd,1965.0,1,1.0,312.0,0,WD ,117600,2682
1818,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,6,1950,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,3,856.0,GasA,1112,1668,1,3,6,0,Attchd,1950.0,1,1.0,271.0,0,WD ,140000,5004
1819,RL,Pave,0,Lvl,Inside,CollgCr,PosN,Norm,1Fam,1Story,9,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,402.0,5,PConc,5,1751.0,GasA,1766,1766,2,5,8,4,Attchd,2008.0,3,3.0,874.0,0,New,395039,8830
1820,RL,Pave,0,Lvl,Inside,Gilbert,RRAn,Norm,1Fam,2Story,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,0,0.0,4,CBlock,4,768.0,GasA,768,1496,3,4,7,0,Attchd,2007.0,1,2.0,572.0,0,New,181755,5984
1821,RL,Pave,0,Lvl,Corner,SawyerW,Norm,Norm,1Fam,1Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,118.0,4,PConc,4,1400.0,GasA,1400,1400,2,4,6,0,Attchd,2005.0,2,2.0,612.0,0,New,186800,5600
1822,RL,Pave,0,Lvl,Corner,NAmes,Norm,Norm,1Fam,2Story,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,744.0,GasA,825,2140,2,3,7,3,Attchd,1965.0,3,2.0,549.0,0,WD ,177500,6420
1823,RL,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,4,1927,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,656.0,GasA,968,968,2,3,5,0,Detchd,1928.0,1,1.0,216.0,0,WD ,64500,2904
1824,FV,Pave,0,Lvl,CulDSac,Somerst,Norm,Norm,TwnhsE,1Story,7,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,PConc,5,1488.0,GasA,1488,1488,2,4,6,4,Attchd,2004.0,3,2.0,506.0,0,WD ,260000,5952
1825,RL,Pave,0,Lvl,Inside,Blmngtn,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,PConc,4,1266.0,GasA,1266,1266,2,4,6,4,Attchd,2007.0,3,2.0,388.0,0,New,185485,5064
1826,RM,Pave,0,Lvl,Corner,BrkSide,Norm,Norm,1Fam,1Story,5,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,715.0,GasA,875,875,1,3,5,0,Detchd,1931.0,1,1.0,180.0,0,WD ,105000,2625
1827,RL,Pave,0,Lvl,FR2,Veenker,Feedr,Norm,1Fam,SLvl,6,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,4,CBlock,3,528.0,GasA,1094,1855,2,3,7,3,Attchd,1976.0,2,2.0,512.0,0,WD ,187000,7420
1828,RL,Pave,0,Lvl,Corner,NWAmes,Norm,Norm,1Fam,1Story,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,CBlock,4,1208.0,GasA,1621,1621,2,4,8,0,Attchd,1984.0,2,2.0,440.0,Shed,WD ,202500,6484
